dataset,n,scenario,seed,gap,gap_component__exact_high_deficit,base_exact_high_deficit,treatment_exact_high_deficit,gap_component__exact_volume_deficit,base_exact_volume_deficit,treatment_exact_volume_deficit,gap_component__exact_volume_excess,base_exact_volume_excess,treatment_exact_volume_excess,gap_component__exact_violation,base_exact_violation,treatment_exact_violation,gap_component__exact_blocked,base_exact_blocked,treatment_exact_blocked,gap_component__exact_ward_excess,base_exact_ward_excess,treatment_exact_ward_excess,gap_component__exact_peak,base_exact_peak,treatment_exact_peak,gap_component__exact_icu_excess,base_exact_icu_excess,treatment_exact_icu_excess,gap_component__exact_overtime,base_exact_overtime,treatment_exact_overtime,delta_blocked,delta_peak,delta_icu_excess,delta_viol,extra_high_missed_by_A,raw_base_components_available,raw_treatment_components_available,dominant_component,dominant_component_value,tail_class
Synthetic,150,transfer_bottleneck,11,1686780.56,1500000.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76500.0,314.0,297.0,78000.0,211.0,133.0,2500.0,1.0,0.0,9900.0,47.0,36.0,21250.0,261.0,176.0,-1369.4399999999996,386.73,557.91,78.0,11.0,85.0,-17.0,-1.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_high_deficit,1500000.0,big_winner
Synthetic,150,transfer_bottleneck,19,164943.43999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112500.0,180.0,155.0,38000.0,199.0,161.0,-2500.0,0.0,1.0,7200.0,44.0,36.0,10250.0,245.0,204.0,-506.56,0.0,63.32,38.0,8.0,41.0,-25.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,112500.0,middle
Synthetic,150,transfer_bottleneck,23,-377536.8800000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-445500.0,190.0,289.0,50000.0,193.0,143.0,0.0,4.0,4.0,7200.0,38.0,30.0,11250.0,243.0,198.0,-486.88,57.03,117.89,50.0,8.0,45.0,99.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-445500.0,middle
Synthetic,150,transfer_bottleneck,29,-284594.7999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-378000.0,289.0,373.0,67000.0,202.0,135.0,2500.0,3.0,2.0,8100.0,45.0,36.0,17000.0,262.0,194.0,-1194.8000000000002,119.01,268.36,67.0,9.0,68.0,84.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-378000.0,middle
Synthetic,150,transfer_bottleneck,31,110153.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67500.0,196.0,181.0,28000.0,173.0,145.0,2500.0,2.0,1.0,5400.0,42.0,36.0,8750.0,235.0,200.0,-1996.64,0.0,249.58,28.0,6.0,35.0,-15.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,67500.0,middle
Synthetic,150,transfer_bottleneck,37,-258855.2000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-346500.0,203.0,280.0,62000.0,202.0,140.0,0.0,0.0,0.0,11700.0,50.0,37.0,13750.0,251.0,196.0,194.80000000000013,407.36,383.01,62.0,13.0,55.0,77.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-346500.0,middle
Synthetic,150,transfer_bottleneck,41,22884.80000000028,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-18000.0,152.0,156.0,28000.0,180.0,152.0,0.0,0.0,0.0,5400.0,37.0,31.0,7500.0,209.0,179.0,-15.200000000000273,324.83,326.73,28.0,6.0,30.0,4.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_blocked,28000.0,middle
Synthetic,150,transfer_bottleneck,43,10045772.000000002,10500000.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-589500.0,148.0,279.0,81000.0,231.0,150.0,25000.0,11.0,1.0,15300.0,54.0,37.0,14250.0,273.0,216.0,-278.0,60.45,95.2,81.0,17.0,57.0,131.0,-7.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_high_deficit,10500000.0,big_winner
Synthetic,150,transfer_bottleneck,47,6052648.4,6000000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22500.0,200.0,205.0,48000.0,205.0,157.0,2500.0,1.0,0.0,11700.0,45.0,32.0,9500.0,274.0,236.0,3448.4,466.53,35.48,48.0,13.0,38.0,5.0,-4.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_high_deficit,6000000.0,big_winner
Synthetic,150,transfer_bottleneck,7,105551.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9000.0,249.0,251.0,80000.0,196.0,116.0,2500.0,2.0,1.0,15300.0,44.0,27.0,17250.0,247.0,178.0,-498.24,0.0,62.28,80.0,17.0,69.0,2.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_blocked,80000.0,middle
Synthetic,50,nominal,11,1144.959999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,23.0,22.0,-3000.0,74.0,77.0,0.0,9.0,9.0,0.0,18.0,18.0,-750.0,108.0,111.0,394.96,49.37,0.0,-3.0,0.0,-3.0,-1.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,4500.0,middle
Synthetic,50,nominal,19,4158.160000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,2000.0,62.0,60.0,0.0,0.0,0.0,900.0,16.0,15.0,500.0,117.0,115.0,758.1599999999994,515.06,420.29,2.0,1.0,2.0,0.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_blocked,2000.0,middle
Synthetic,50,nominal,23,-2402.8800000000047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4500.0,31.0,32.0,1000.0,82.0,81.0,0.0,0.0,0.0,0.0,18.0,18.0,250.0,118.0,117.0,847.1200000000003,603.19,497.3,1.0,0.0,1.0,1.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-4500.0,middle
Synthetic,50,nominal,29,-9773.360000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9000.0,34.0,36.0,2000.0,85.0,83.0,-2500.0,3.0,4.0,900.0,18.0,17.0,1000.0,138.0,134.0,-2173.36,638.45,910.12,2.0,1.0,4.0,2.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-9000.0,middle
Synthetic,50,nominal,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,57.0,57.0,0.0,1.0,1.0,0.0,13.0,13.0,0.0,130.0,130.0,0.0,530.89,530.89,0.0,0.0,0.0,0.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_high_deficit,0.0,middle
Synthetic,50,nominal,37,-8466.640000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,39.0,35.0,-14000.0,73.0,87.0,0.0,0.0,0.0,-2700.0,22.0,25.0,-4250.0,120.0,137.0,-5516.64,33.9,723.48,-14.0,-3.0,-17.0,-4.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,18000.0,middle
Synthetic,50,nominal,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,98.0,98.0,0.0,5.0,5.0,0.0,26.0,26.0,0.0,144.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_high_deficit,0.0,middle
Synthetic,50,nominal,43,1409.6800000000512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9000.0,33.0,35.0,5000.0,104.0,99.0,2500.0,4.0,3.0,1800.0,22.0,20.0,250.0,119.0,118.0,859.6799999999994,911.66,804.2,5.0,2.0,1.0,2.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-9000.0,middle
Synthetic,50,nominal,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,92.0,92.0,0.0,2.0,2.0,0.0,27.0,27.0,0.0,136.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_high_deficit,0.0,middle
Synthetic,50,nominal,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,90.0,90.0,0.0,1.0,1.0,0.0,23.0,23.0,0.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_high_deficit,0.0,middle
Synthetic,50,transfer_bottleneck,11,-7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13500.0,23.0,26.0,0.0,80.0,80.0,7500.0,10.0,7.0,0.0,19.0,19.0,-1000.0,118.0,122.0,0.0,0.0,0.0,0.0,0.0,-4.0,3.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-13500.0,middle
Synthetic,50,transfer_bottleneck,19,-6905.359999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4500.0,27.0,28.0,-2000.0,69.0,71.0,0.0,0.0,0.0,-900.0,16.0,17.0,500.0,128.0,126.0,-5.359999999999673,420.29,420.96,-2.0,-1.0,2.0,1.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-4500.0,middle
Synthetic,50,transfer_bottleneck,23,-11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13500.0,29.0,32.0,2000.0,98.0,96.0,0.0,0.0,0.0,0.0,19.0,19.0,500.0,136.0,134.0,0.0,647.08,647.08,2.0,0.0,2.0,3.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-13500.0,catastrophic_loser
Synthetic,50,transfer_bottleneck,29,-3181.5200000000186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,34.0,32.0,2000.0,95.0,93.0,-15000.0,6.0,12.0,900.0,21.0,20.0,1000.0,148.0,144.0,-1081.5199999999995,638.45,773.64,2.0,1.0,4.0,-2.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_ward_excess,-15000.0,middle
Synthetic,50,transfer_bottleneck,31,-16087.359999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18000.0,24.0,28.0,2000.0,62.0,60.0,0.0,2.0,2.0,0.0,16.0,16.0,750.0,132.0,129.0,-837.3599999999997,399.29,503.96,2.0,0.0,3.0,4.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-18000.0,catastrophic_loser
Synthetic,50,transfer_bottleneck,37,4650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,3000.0,92.0,89.0,0.0,1.0,1.0,900.0,20.0,19.0,750.0,145.0,142.0,0.0,924.49,924.49,3.0,1.0,3.0,0.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_blocked,3000.0,big_winner
Synthetic,50,transfer_bottleneck,41,567.1199999999953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,97.0,97.0,0.0,11.0,11.0,0.0,24.0,24.0,0.0,143.0,143.0,567.1199999999999,329.32,258.43,0.0,0.0,0.0,0.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_overtime,567.1199999999999,middle
Synthetic,50,transfer_bottleneck,43,4481.039999999979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,31.0,30.0,1000.0,106.0,105.0,-2500.0,5.0,6.0,1800.0,28.0,26.0,-250.0,122.0,123.0,-68.96,0.0,8.62,1.0,2.0,-1.0,-1.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,4500.0,big_winner
Synthetic,50,transfer_bottleneck,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,97.0,97.0,0.0,4.0,4.0,0.0,29.0,29.0,0.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_high_deficit,0.0,middle
Synthetic,50,transfer_bottleneck,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,99.0,99.0,0.0,2.0,2.0,0.0,24.0,24.0,0.0,153.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_high_deficit,0.0,middle
Synthetic,70,nominal,11,5224.160000000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,32.0,31.0,0.0,113.0,113.0,0.0,2.0,2.0,0.0,22.0,22.0,0.0,146.0,146.0,724.1599999999999,1028.33,937.81,0.0,0.0,0.0,-1.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,4500.0,middle
Synthetic,70,nominal,19,-17477.280000000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36000.0,41.0,49.0,13000.0,125.0,112.0,0.0,2.0,2.0,3600.0,30.0,26.0,2750.0,176.0,165.0,-827.2800000000001,110.7,214.11,13.0,4.0,11.0,8.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-36000.0,middle
Synthetic,70,nominal,23,-11800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40500.0,63.0,72.0,22000.0,130.0,108.0,0.0,0.0,0.0,2700.0,30.0,27.0,4000.0,179.0,163.0,0.0,1325.52,1325.52,22.0,3.0,16.0,9.0,0.0,"exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess","exact_blocked,exact_high_deficit,exact_icu_excess,exact_overtime,exact_peak,exact_violation,exact_volume_deficit,exact_volume_excess,exact_ward_excess",exact_violation,-40500.0,middle
